First Name,Last Name,Phone Number,Email,Year of Birth,Gender,Are you a person with Disability?,County of Residence,Sub County of Residence (Sub Counties in Mombasa),Ward of Residence,Highest level of education completed,Are you employed,Are you running a business,Whats your area of interest?,"If you selected other, please elaborate (If not, respond with N/A)",Mode of Mentorship ( Remote / Physical / Any),Prefered Mentor Gender (Male / Female / Any),What are your strengths,What are your weaknesses,What are your career goals,What skills would you like to be mentored,What are your financial goals,Upload your resume if available,Who referred you? (Your Case Manager/Mentor)
,,,,1997,Female,No,Mombasa,Jomvu,Jomvu kuu,TVET,Yes,Yes,Health,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Kisauni ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Mjambere,TVET,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1980,Male,No,Others,Others (Outside Mombasa),Doha,Secondary (High School),Yes,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1992,Female,No,Mombasa,Nyali,Ziwa la Ng'ombe,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Nyali,Kongowea ,Univeristy,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Nyali,Kiccodep,Secondary (High School),Yes,No,Health,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Nyali,Freere,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Nyali,Kadzandani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Changamwe,Airport area,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1990,Male,No,Mombasa,Kisauni,Mtopanga,Secondary (High School),No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Changamwe,Airport ward,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Mvita,Mwembe tayari ,Secondary (High School),No,No,Engineering ,Engineering ,,,,,,,,,
,,,,2001,Female,No,Mombasa,Changamwe,Kipevu ,Secondary (High School),No,No,Maritime transport and logistics ,Maritime transport and logistics ,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Kisauni,Shanzu ward ,Univeristy,No,No,NGO ,Non governmental organization ,,,,,,,,,
,,,,2004,Male,No,Mombasa,Kisauni,Kisauni,Primary,Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1988,Male,No,Others,Others (Outside Mombasa),Donholm,Univeristy,No,No,Human Resources,Human Resources,,,,,,,,,
,,,,1976,Female,No,Mombasa,Changamwe,,Secondary (High School),No,No,Entrepreneurship,N/B,,,,,,,,,
,,,,1995,Male,No,Mombasa,Kisauni,Junda,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1989,Male,No,Mombasa,Kisauni,Kisauni,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Nyali,Freretown ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Kadzandani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,N/A,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Kisauni,Junda ward,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1990,Male,No,Mombasa,Kisauni,Bamburi,Univeristy,Yes,No,Health,N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Kisauni,Bamburi,Univeristy,Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1992,Male,No,Kilifi,Jomvu,Mikindani ,College,Yes,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Nyali,Ziwa la ng'ombe ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Kadzandani,Univeristy,Yes,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Bamburi,Univeristy,Yes,No,Creatives and Arts,N_A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Ziwalangombe ,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Kisauni,Shanzu,Univeristy,Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,Chaani,Primary,No,No,Creatives and Arts,Music and poetry.,,,,,,,,,
,,,,1990,Female,No,Mombasa,Kisauni,Bamburi,Univeristy,Yes,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Mvita,Shimanzi,College,No,No,Creatives and Arts,An artist ,,,,,,,,,
,,,,1996,Male,No,Mombasa,Kisauni,Shanzu,Univeristy,Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,Yes,Mombasa,Likoni,Tibwani,Univeristy,No,No,Beauty therapy ,Beauty therapy ,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2006,Male,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,FrereTown,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Kisauni,Bamburi,Univeristy,Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1991,Male,No,Mombasa,Kisauni,Bamburi,Secondary (High School),Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,Bofu,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Bomani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Bomani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2007,Male,No,Mombasa,Nyali,,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Bofu,College,No,No,Entrepreneurship,NA,,,,,,,,,
,,,,1998,Male,No,Mombasa,Kisauni,Shanzu,Univeristy,Yes,No,Digital Literacy Skills (technology), N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1991,Male,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1991,Female,No,Mombasa,Changamwe,Potrietze,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Nyali,Ziwa la ng'ombe,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1979,Female,No,Mombasa,Jomvu,Alidina ,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1979,Female,No,Mombasa,Jomvu,Aldina ,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Kisauni,Junda ,College,No,No,Music Director ,Music director ,,,,,,,,,
,,,,2004,Male,No,Mombasa,Kisauni,Junda,College,No,No,Music Director ,Music Director ,,,,,,,,,
,,,,1990,Female,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Changamwe,Portreitz ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Kashani,Univeristy,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Likoni,timbwani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1985,Female,No,Mombasa,Kisauni,Junda ,Secondary (High School),No,No,Hospitality and Tourism,Hospitality and Tourism ,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Junda,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Changamwe,Chaani ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Nyali,Kadzandani,College,Yes,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Chaani ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Mtopanga,Univeristy,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Nyali,Kongowea ,Univeristy,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Kongowea,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Kongowea,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Kongowea ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Mtopanga,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Bamburi,Primary,No,Yes,Entrepreneurship,N/a,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kongowea ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Nyali,kongowea,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Digital Literacy Skills (technology),"I want to grow my studies ,my skills and to learn more",,,,,,,,,
,,,,1996,Male,No,Mombasa,Kisauni,MTOPANGA,Univeristy,Yes,No,Health,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Mtopango,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Kisauni,Magogoni,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Nyali,Frere town ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Bakarani ,College,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1989,Male,No,Mombasa,Kisauni,Mtopanga ,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Magogoni,Primary,No,No,Painter ,Painter ,,,,,,,,,
,,,,2000,Female,No,Mombasa,Mvita,Tudor ,College,No,Yes,Health,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Bamburi ,Primary,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Likoni,Bofu,TVET,Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,Yes,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,Yes,Entrepreneurship,Magongo,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,Yes,Entrepreneurship,Yes,,,,,,,,,
,,,,2002,Male,No,Others,Others (Outside Mombasa),Kiima Kimwe,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1991,Female,No,Mombasa,Jomvu,Mikindani ,College,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Nyali,College,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Kisauni,Mtopanga ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1997,Female,No,Others,Others (Outside Mombasa),Kirimari,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Mvita,Shimanzi ,Secondary (High School),No,No,Digital Literacy Skills (technology),NA,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Jomvu,Mikindani ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1994,Male,No,Mombasa,Changamwe,kipevu,TVET,No,No,engineering,automotive engineering,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,MKOMANI,Univeristy,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Changamwe,Mikindani ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Mtongwe,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Likoni,Shikaadabu ,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Hospitality and Tourism,N/a,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Likoni,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Mkomani Ward,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Mkomani ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Nyali,Kongowea,Secondary (High School),No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,Yes,Mombasa,Nyali,Mkomani,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1992,Male,No,Mombasa,Changamwe,Airport ward,TVET,No,Yes,Entrepreneurship,Mentorship and talk,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Mkomani ,None,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2006,Female,No,Mombasa,Nyali,Mkomani ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Nyali,Mkomani,Primary,No,No,Health,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Likoni,Bofu,TVET,No,No,Hospitality and Tourism,NA,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Timbwani ,Secondary (High School),No,No,Entrepreneurship,NA,,,,,,,,,
,,,,1997,Female,No,Mombasa,Likoni,Timbwani ,Primary,No,No,Health,NA,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,Junda,TVET,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Nyali,Freretown,Primary,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Mkomani,TVET,No,Yes,Digital Literacy Skills (technology),"No

",,,,,,,,,
,,,,1998,Female,No,Mombasa,Nyali,,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Mkomani ,Primary,No,Yes,Creatives and Arts,NA,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Frere Town ,Univeristy,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Likoni,Timbwani ,TVET,No,Yes,All,All the above ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Mvita,Shimanzi,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Likoni,Mtongwe,TVET,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1994,Male,No,Mombasa,Kisauni,Magogoni,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,TVET,No,No,Nursing,Psychiatric nurse,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Changamwe,Mikindani ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Airport ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Kilifi,Others (Outside Mombasa),Parents,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1974,Male,No,Mombasa,Changamwe,Port Reitz ward ,Secondary (High School),No,Yes,Creatives and Arts,Harm Reduction program ,,,,,,,,,
,,,,1990,Male,No,Mombasa,Nyali,FRERE TOWN,Univeristy,No,Yes,Entrepreneurship,"
",,,,,,,,,
,,,,2001,Female,No,Mombasa,Changamwe,kipevu,Univeristy,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1988,Female,No,Mombasa,Nyali,Mkomani ,College,No,No,Health,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Ziwa la ng'ombe ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Jomvu,Miritini,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Mechanical engineering ,Mechanical engineering ,,,,,,,,,
,,,,2004,Male,No,Mombasa,Nyali,Mkomani ,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Kisauni,Mtopanga,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Beauty therapy ,Beauty therapy ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Mikindani ,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,1987,Female,No,Mombasa,Nyali,Kadzandani,College,No,No,Creatives and Arts,Creatives and Arts.,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Vikwatani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1973,Female,No,Mombasa,Nyali,Freretown ,Secondary (High School),No,Yes,Entrepreneurship,Okay am just doing sometime chv,,,,,,,,,
,,,,1965,Female,No,Mombasa,Changamwe,Changamwe ,Univeristy,Yes,No,Entrepreneurship,N/a,,,,,,,,,
,,,,1997,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Bamburi,TVET,No,Yes,Health,N/A,,,,,,,,,
,,,,1997,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Univeristy,Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Changamwe,Chaani,Secondary (High School),Yes,Yes,Health,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Mtongwe,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1996,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Mentorship,To mentor the youth,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,MAJENGO -MWEMBE TAYARI WARD,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Jomvu,Jomvu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Majengo ward,TVET,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Kisauni,Mtopanga,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1992,Male,No,Mombasa,Kisauni,Mtopanga,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Mvita,Tudor,College,No,No,Hospitality and Tourism,Waiter,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Mjambere ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1992,Female,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Digital Literacy Skills (technology),NA,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,Yes,Mombasa,Jomvu,,College,No,No,Health,"

N/A
",,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Mwakirunge ,College,No,No,Health,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Mvita,Mvita,College,Yes,Yes,Creatives and Arts,Creative arts,,,,,,,,,
,,,,2003,Male,No,Mombasa,Kisauni,Mtopanga ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Jomvu,Mikindani,Univeristy,No,No,Electrical Engineering ,Electrical Engineering ,,,,,,,,,
,,,,1992,Female,No,Mombasa,Kisauni,bamburi,Secondary (High School),No,No,Hospitality and Tourism,N\A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Mvita,Mvita,College,No,No,Creatives and Arts,Creative arts ,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Ziwa La Ng'ombe ,Secondary (High School),No,No,Hospitality and Tourism,"By increasing the amount of football in our country,the tourism also boosts other industries ",,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,KADZANDANI,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,Timbwani,TVET,No,No,Entrepreneurship,N,,,,,,,,,
,,,,2001,Female,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Kisauni,Junda ward,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,Interacting  with new people in order to learn new things,,,,,,,,,
,,,,1996,Female,No,Mombasa,Jomvu,JOMVU kuu,Secondary (High School),No,No,Fashion & Design ,Fashion & Design ,,,,,,,,,
,,,,1999,Female,No,Mombasa,Mvita,Tudor ,College,No,No,Health,None,,,,,,,,,
,,,,1999,Male,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1990,Male,No,Mombasa,Likoni,Shikaadabu ,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Digital Literacy Skills (technology),N,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,,College,No,No,Health,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Shikadabu ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
